GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,PlyIndex,Phase,MoveUCI,EvalBeforeCP,EvalAfterCP,RawCPLoss,CPLoss,MoveLabel,MoveNumber,SideToMove,MoveSAN,FENBefore,MoveTypeV1,SANTypeV1,BoardZoneV1,PhaseLabelV1,BlunderClassV2
241,2026.03.21,Black,paidelcampo,Loss,180+2,paidelcampo won by resignation,54,Endgame,f6e6,-809,-9993,9184,1000,Blunder,27,Black,Qe6,5r1k/6p1/2P2q2/2Q1P1bp/2B2p2/8/PPP2PPP/1K1R3R b - - 0 27,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
242,2026.03.21,White,bongopongo,Win,180+2,KatsMeow23 won by checkmate,45,Middlegame,f4e6,871,562,309,309,Blunder,23,White,Nxe6,2k4r/2p4p/p3p1p1/5p2/Pb1r1N2/1q2PQ1P/1B3PP1/RR4K1 w - - 0 23,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
243,2026.03.21,White,ChessBOT94134,Win,180+2,KatsMeow23 won by resignation,33,Middlegame,d2f3,418,-551,969,969,Blunder,17,White,Nf3,4kb1r/p1pb1ppp/4p3/8/3qP3/P7/1P1N1RPP/R1BQ2K1 w k - 0 17,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
243,2026.03.21,White,ChessBOT94134,Win,180+2,KatsMeow23 won by resignation,37,Middlegame,g1h2,379,-18,397,397,Blunder,19,White,Kh2,4k2r/p1pb1ppp/1q2p3/2b5/4P3/P4N1P/1P3RP1/R1BQ2K1 w k - 1 19,Piece move,King move,Kingside-related,Middlegame blunder,Unsafe king move
243,2026.03.21,White,ChessBOT94134,Win,180+2,KatsMeow23 won by resignation,41,Endgame,b2b4,351,-22,373,373,Blunder,21,White,b4,5rk1/p1pb1ppp/1q2p3/8/4PB2/P4N1P/1P3bPK/R2Q4 w - - 2 21,Pawn move,Non-capture,Queenside-related,Endgame blunder,Pawn structure / push blunder
244,2026.03.21,Black,Selfy7,Win,180+2,KatsMeow23 won on time,20,Opening,e5f3,130,-170,300,300,Blunder,10,Black,Nxf3+,r1bqk2r/3p1ppp/p3p3/1pb1n3/6n1/2NB1N1P/PPP2PP1/R1BQ1RK1 b kq - 0 10,Piece move,Capture,Kingside-related,Opening blunder,Unsafe capture
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,24,Middlegame,f7f5,129,-215,344,344,Blunder,12,Black,f5,rnbq1rk1/1p3ppp/p2p4/2pN4/4P3/b2B1N2/2P2PPP/1R1Q1RK1 b - - 1 12,Pawn move,Non-capture,Kingside-related,Early middlegame blunder,Kingside weakening move
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,70,Endgame,b1d3,9999,745,9254,1000,Blunder,35,Black,Qd3,2q3k1/6r1/3Q4/2pP4/1b6/5P2/5KPP/1q6 b - - 1 35,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,72,Endgame,g8h8,9996,502,9494,1000,Blunder,36,Black,Kh8,2q3k1/6r1/4Q3/2pP4/1b6/3q1P2/5KPP/8 b - - 3 36,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,80,Endgame,g8h7,9996,753,9243,1000,Blunder,40,Black,Kh7,2q3k1/6r1/4Q3/2pP4/1b6/3q1P2/5KPP/8 b - - 11 40,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,82,Endgame,h7g6,9997,691,9306,1000,Blunder,41,Black,Kg6,2q5/6rk/8/2pP4/1b6/3q1P1Q/5KPP/8 b - - 13 41,Pawn move,King move,Kingside-related,Endgame blunder,Unsafe king move
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,84,Endgame,d3d2,9997,849,9148,1000,Blunder,42,Black,Qd2+,2Q5/6r1/6k1/2pP4/1b6/3q1P2/5KPP/8 b - - 0 42,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
245,2026.03.21,Black,dwarakeshkonduru,Win,180+2,KatsMeow23 won by checkmate,86,Endgame,g6f7,9995,787,9208,1000,Blunder,43,Black,Kf7+,2Q5/6r1/6k1/2pP4/1b6/5PK1/3q2PP/8 b - - 2 43,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
247,2026.03.21,White,Slim25178,Win,180+2,KatsMeow23 won by checkmate,19,Opening,g2g3,548,166,382,382,Blunder,10,White,g3,r1b1kb1r/pp1p1ppp/n1p1p3/8/2PPB1q1/1P2PN2/P1QB1PPP/RN2K2R w KQkq - 1 10,Pawn move,Non-capture,Kingside-related,Opening blunder,Kingside weakening move
249,2026.03.21,Black,FISTO_FUSTO,Win,180+2,KatsMeow23 won by checkmate,24,Middlegame,c7c4,218,-248,466,466,Blunder,12,Black,Qxc4,r1b1kb1r/1pq2ppp/p3pn2/3N4/2BP4/4BN2/2P2PPP/1R1QK2R b Kkq - 0 12,Pawn move,Capture,Queenside-related,Early middlegame blunder,Unsafe capture
249,2026.03.21,Black,FISTO_FUSTO,Win,180+2,KatsMeow23 won by checkmate,48,Endgame,f4g4,477,-261,738,738,Blunder,24,Black,Qg4,1r2k1r1/1p3p1p/p3pp2/2P5/3Pbq2/1Q3NP1/5P1P/2R1R1K1 b - - 0 24,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
249,2026.03.21,Black,FISTO_FUSTO,Win,180+2,KatsMeow23 won by checkmate,52,Endgame,e4f3,552,231,321,321,Blunder,26,Black,Bxf3,1r4r1/1p2kp1p/p3pp2/2P5/3Pb1q1/1Q3NP1/5P1P/2R1R1K1 b - - 4 26,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
250,2026.03.21,Black,Rediterranean,Loss,180+2,Rediterranean won by resignation,12,Opening,b7b5,77,-484,561,561,Blunder,6,Black,b5,rnb1kb1r/pp1ppppp/8/q2nP3/1pBP4/8/P1P1NPPP/RNBQK2R b KQkq - 4 6,Pawn move,Non-capture,Queenside-related,Opening blunder,Pawn structure / push blunder
250,2026.03.21,Black,Rediterranean,Loss,180+2,Rediterranean won by resignation,76,Endgame,c5d5,153,-768,921,921,Blunder,38,Black,Kd5,8/6Qp/4p1p1/p1k1P3/1p6/7P/P4PPK/3q4 b - - 1 38,Piece move,King move,Queenside-related,Endgame blunder,Unsafe king move
251,2026.03.22,White,Cartikeyeaah,Loss,180+2,Cartikeyeaah won on time,25,Middlegame,a4d1,36,-298,334,334,Blunder,13,White,Qd1,r1bq1rk1/1p4pp/pn1b1p2/3pp3/Q2P4/3BPN2/PP1B1PPP/R4RK1 w - - 2 13,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
251,2026.03.22,White,Cartikeyeaah,Loss,180+2,Cartikeyeaah won on time,47,Endgame,g3f4,-438,-740,302,302,Blunder,24,White,gxf4,r4r1k/1p2q1pp/p2bb3/P2p4/3Pnp1P/1B2PQP1/1P1B1P2/3R1R1K w - - 1 24,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
254,2026.03.22,Black,birdiepirat316,Loss,180+2,birdiepirat316 won on time,88,Endgame,b6c6,9995,687,9308,1000,Blunder,44,Black,Qc6+,8/3pkr2/1q2p3/5n2/8/6PQ/5PKP/8 b - - 5 44,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
256,2026.03.22,Black,Kassoca,Loss,180+2,Kassoca won on time,12,Opening,c5f2,-13,-349,336,336,Blunder,6,Black,Bxf2+,r1bqk2r/pp1p1ppp/2n1pn2/1Bb5/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 5 6,Piece move,Capture,Kingside-related,Opening blunder,Unsafe capture
256,2026.03.22,Black,Kassoca,Loss,180+2,Kassoca won on time,54,Middlegame,h8e8,520,146,374,374,Blunder,27,Black,Rhe8,7r/3p2pp/p7/1p1Nr1k1/5Rp1/1BP5/PPK4P/8 b - - 2 27,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
256,2026.03.22,Black,Kassoca,Loss,180+2,Kassoca won on time,62,Middlegame,g5g6,373,-1,374,374,Blunder,31,Black,Kg6,4r3/3p1Rpp/p7/1p1N2k1/6p1/PBP4r/1PK5/8 b - - 3 31,Piece move,King move,Kingside-related,Middlegame blunder,Unsafe king move
256,2026.03.22,Black,Kassoca,Loss,180+2,Kassoca won on time,68,Endgame,g4g3,264,-343,607,607,Blunder,34,Black,g3,8/3R2pp/p5k1/1p1N4/6p1/PBP5/KP2r3/7r b - - 4 34,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
257,2026.03.23,White,Veonic,Win,180+2,KatsMeow23 won by checkmate,31,Middlegame,h4g5,510,210,300,300,Blunder,16,White,Bxg5,r2q1rk1/1p1b3p/p1nNp3/6p1/2B4B/8/PP3PPP/R2Q1RK1 w - - 0 16,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
257,2026.03.23,White,Veonic,Win,180+2,KatsMeow23 won by checkmate,115,Endgame,g5g6,9997,703,9294,1000,Blunder,58,White,g6+,8/5k1p/R7/1R3KPP/2r5/8/8/8 w - - 1 58,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
257,2026.03.23,White,Veonic,Win,180+2,KatsMeow23 won by checkmate,127,Endgame,e6d5,9994,1140,8854,1000,Blunder,64,White,Kd5,R7/1R4Pk/2r1K3/8/8/8/8/8 w - - 5 64,Piece move,King move,Central-related,Endgame blunder,Unsafe king move
258,2026.03.23,Black,N00bBpr,Win,180+2,KatsMeow23 won by resignation,14,Opening,g8f6,689,360,329,329,Blunder,7,Black,Nf6,rnb1kbnr/pp2pp1p/6p1/q1p1N3/4P3/2pP1Q2/PPP2PPP/R1B1KB1R b KQkq - 1 7,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
259,2026.03.16,White,LGMets,Loss,1/86400,LGMets won by resignation,27,Middlegame,e3f2,77,-226,303,303,Blunder,14,White,Bf2,2kr3r/ppp1b1pp/2n5/1q1n1p2/3Pp3/1PP1BP1B/P5PP/RN1Q1RK1 w - - 1 14,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
259,2026.03.16,White,LGMets,Loss,1/86400,LGMets won by resignation,59,Endgame,g7g4,-136,-613,477,477,Blunder,30,White,Qg4,1k1r4/1pp3Q1/p7/7q/2P5/1P5P/P3K2P/R7 w - - 3 30,Pawn move,Non-capture,Kingside-related,Endgame blunder,Kingside weakening move
259,2026.03.16,White,LGMets,Loss,1/86400,LGMets won by resignation,71,Endgame,f3c3,-540,-894,354,354,Blunder,36,White,Qc3,1k6/1pp3q1/p7/8/2P5/1P3Q1P/PK5P/R5r1 w - - 15 36,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
260,2026.03.23,White,Player58750,Win,180+2,KatsMeow23 won by checkmate,23,Middlegame,b3f7,219,-311,530,530,Blunder,12,White,Bxf7,2kr1b1r/ppp2npp/3q4/4pb2/1n1P4/1BN1PQ2/PP3PPP/R1B1K2R w KQ - 0 12,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
262,2026.03.24,Black,mauriciomarinelli,Loss,180+2,mauriciomarinelli won on time,28,Middlegame,h8f8,-168,-9998,9830,1000,Blunder,14,Black,Rf8,r2qk2r/1b1p2Qp/p3p3/1p3p2/4nP2/2N2B2/PPPP1bPP/R1B2K1R b kq - 2 14,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
262,2026.03.24,Black,mauriciomarinelli,Loss,180+2,mauriciomarinelli won on time,48,Endgame,f7f8,133,-283,416,416,Blunder,24,Black,Rf8,1r2k3/1q1p1r1p/p3p3/1p3pQ1/3n1P2/2NP2R1/PP4PP/2R3K1 b - - 3 24,Pawn move,Non-capture,Kingside-related,Endgame blunder,Kingside weakening move
262,2026.03.24,Black,mauriciomarinelli,Loss,180+2,mauriciomarinelli won on time,58,Endgame,c6d4,-64,-513,449,449,Blunder,29,Black,Nd4,1r6/1qkp4/p1n1p3/1p3p2/5P2/2NP2Q1/PP4PP/2R3K1 b - - 2 29,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
263,2026.03.24,Black,aterenteff,Loss,180+2,aterenteff won on time,44,Endgame,b7f3,199,-179,378,378,Blunder,22,Black,Bxf3,r2qk1r1/nb1pb3/p3p3/1pN1Pp1p/3P3P/2PB1NB1/6PK/R4Q2 b q - 4 22,Pawn move,Capture,Kingside-related,Endgame blunder,Kingside weakening move
266,2026.03.24,White,JustVaibs,Loss,180+2,JustVaibs won by resignation,23,Middlegame,f3g3,64,-330,394,394,Blunder,12,White,Qg3,r1bq1rk1/ppp2pb1/3p1n2/2nPp1B1/2P1P3/2N2Q2/PP3PPP/R3KB1R w KQ - 3 12,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
268,2026.03.24,Black,abidadikaj,Loss,180+2,abidadikaj won on time,36,Middlegame,b4a5,59,-414,473,473,Blunder,18,Black,Ba5,r1b1k2r/p2pq1pp/1p2p3/5p2/1bP5/P1NQB3/1P3PPP/R4RK1 b kq - 0 18,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
272,2026.03.24,Black,dynamicmachiiine,Win,180+2,KatsMeow23 won - game abandoned,78,Endgame,e5e4,482,26,456,456,Blunder,39,Black,Qxe4,8/8/6k1/2R1q1p1/4P1P1/8/1P3P2/6K1 b - - 1 39,Piece move,Capture,Central-related,Endgame blunder,Unsafe capture
272,2026.03.24,Black,dynamicmachiiine,Win,180+2,KatsMeow23 won - game abandoned,86,Endgame,b4d4,586,210,376,376,Blunder,43,Black,Qd4,8/8/8/6pk/1q6/8/2R2P2/5K2 b - - 3 43,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
273,2026.03.24,Black,StevenV91,Loss,180+2,StevenV91 won on time,44,Endgame,d8d7,-37,-522,485,485,Blunder,22,Black,Qd7,r2qk2r/1b3p2/p2p1n1p/1p1P3P/PPpQPpP1/2N2BbN/2P5/R4K1R b kq - 0 22,Piece move,Non-capture,Central-related,Endgame blunder,Quiet move blunder
277,2026.03.25,Black,Dankorudas,Win,180+2,KatsMeow23 won - game abandoned,26,Middlegame,b7g2,257,-185,442,442,Blunder,13,Black,Bxg2,r2qkb1r/1b1p1ppp/p3p3/1Pn1P3/8/1BNp4/PP1P1PPP/R1BQR1K1 b kq - 0 13,Pawn move,Capture,Kingside-related,Early middlegame blunder,Kingside weakening move
277,2026.03.25,Black,Dankorudas,Win,180+2,KatsMeow23 won - game abandoned,44,Endgame,e1e2,205,-262,467,467,Blunder,22,Black,Qe2+,r3k2r/3p3p/p3p1p1/1Pb5/5RQ1/1B1p4/PP1P2KP/R1B1q3 b kq - 5 22,Piece move,Non-capture,Central-related,Endgame blunder,Quiet move blunder
277,2026.03.25,Black,Dankorudas,Win,180+2,KatsMeow23 won - game abandoned,46,Endgame,e2f2,9995,865,9130,1000,Blunder,23,Black,Qxf2+,r3k2r/3p3p/p3p1p1/1Pb5/6Q1/1B1p4/PP1PqRKP/R1B5 b kq - 7 23,Pawn move,Capture,Kingside-related,Endgame blunder,Kingside weakening move
278,2026.03.25,Black,goodboyab,Draw,180+2,Game drawn by stalemate,16,Opening,d7d5,241,-78,319,319,Blunder,8,Black,d5,r1b1k2r/pp1p1ppp/2n1pn2/q1b3B1/2P5/P4P2/1P1NP1PP/R2QKBNR b KQkq - 4 8,Pawn move,Non-capture,Central-related,Opening blunder,Pawn structure / push blunder
278,2026.03.25,Black,goodboyab,Draw,180+2,Game drawn by stalemate,26,Middlegame,d4e3,-215,-584,369,369,Blunder,13,Black,Qxe3+,r1b1k2r/pp3ppp/4pn2/2bP2B1/3q4/4PP2/3N2PP/1R1QKBNR b Kkq - 0 13,Piece move,Capture,Central-related,Early middlegame blunder,Unsafe capture
278,2026.03.25,Black,goodboyab,Draw,180+2,Game drawn by stalemate,36,Middlegame,d8d3,-213,-527,314,314,Blunder,18,Black,Rxd3,3r1rk1/pR3ppp/4bn2/8/2N5/3BbP2/6PP/3QK1NR b K - 4 18,Piece move,Capture,Central-related,Middlegame blunder,Unsafe capture
278,2026.03.25,Black,goodboyab,Draw,180+2,Game drawn by stalemate,98,Endgame,f8e8,-1169,-9995,8826,1000,Blunder,49,Black,Ke8,5k2/8/7P/6Q1/8/6K1/8/8 b - - 0 49,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
278,2026.03.25,Black,goodboyab,Draw,180+2,Game drawn by stalemate,104,Endgame,e6f7,-1047,-9996,8949,1000,Blunder,52,Black,Kf7,8/8/4k2R/6Q1/8/6K1/8/8 b - - 2 52,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
279,2026.03.25,White,denezisback,Draw,180+2,Game drawn by insufficient material,27,Middlegame,c3e4,10,-320,330,330,Blunder,14,White,Ne4,r2q1rk1/ppp2ppp/2bbpn2/3n4/3P3N/P1N1PP2/1P2B1PP/R1BQ1RK1 w - - 1 14,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
279,2026.03.25,White,denezisback,Draw,180+2,Game drawn by insufficient material,43,Middlegame,f3g4,276,-74,350,350,Blunder,22,White,Qg4,r4rk1/pppq1ppp/1n1b4/3PpN2/4P3/P4QP1/1P5P/R1B2RK1 w - - 1 22,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
279,2026.03.25,White,denezisback,Draw,180+2,Game drawn by insufficient material,107,Middlegame,g5h6,9995,524,9471,1000,Blunder,54,White,gxh6,8/pp2R3/6pp/6Pk/1P3R1P/1r6/4K3/8 w - - 0 54,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
279,2026.03.25,White,denezisback,Draw,180+2,Game drawn by insufficient material,137,Endgame,b7b5,336,2,334,334,Blunder,69,White,Rxb5,8/1R6/8/1p2r1k1/1K4p1/8/8/7R w - - 2 69,Pawn move,Capture,Queenside-related,Endgame blunder,Unsafe capture
280,2026.03.25,White,4resz,Loss,180+2,4resz won on time,45,Endgame,f1f8,310,-94,404,404,Blunder,23,White,Rxf8+,r1q1brk1/ppp3pp/4p3/3p2PP/8/1Q1Bp3/PP6/R4RK1 w - - 0 23,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
280,2026.03.25,White,4resz,Loss,180+2,4resz won on time,51,Endgame,d3e2,-57,-401,344,344,Blunder,26,White,Be2,r1q1b1k1/ppp3p1/4p1P1/3p4/8/1Q1Bp3/PP6/R5K1 w - - 1 26,Piece move,Non-capture,Central-related,Endgame blunder,Quiet move blunder
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,21,Middlegame,f7b7,9997,484,9513,1000,Blunder,11,White,Qxb7,rn1q1bnr/pb3Qpp/2p1pp2/1p1kN3/2pPN3/4P3/PP3PPP/R1B1KB1R w KQ - 6 11,Pawn move,Capture,Kingside-related,Early middlegame blunder,Kingside weakening move
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,41,Middlegame,e4g3,9996,717,9279,1000,Blunder,21,White,Ng3+,1r1q2nr/p5pp/1np1p3/5k2/2Q1N3/2B2P2/P5PP/R3KB1R w KQ - 3 21,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,45,Middlegame,f1d3,759,310,449,449,Blunder,23,White,Bd3,1r1q2nr/p4kpp/1np1p3/8/6Q1/2B2PN1/P5PP/R3KB1R w KQ - 7 23,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,47,Middlegame,e1g1,651,345,306,306,Blunder,24,White,O-O,1r1q2nr/p4kpp/2p1p3/3n4/6Q1/2BB1PN1/P5PP/R3K2R w KQ - 9 24,Castling,Castling,Kingside-related,Middlegame blunder,Castling blunder
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,51,Middlegame,g4h4,354,-577,931,931,Blunder,26,White,Qh4,1r1q2nr/p4kpp/2p1p3/3n4/6Q1/3B1PN1/P5PP/2R2RK1 w - - 2 26,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,55,Endgame,d3e4,175,-550,725,725,Blunder,28,White,Bxe4,1r1q2nr/p4kpp/2p1p3/8/4n2Q/3B1P2/P5PP/2R2RK1 w - - 0 28,Piece move,Capture,Central-related,Endgame blunder,Unsafe capture
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,63,Endgame,f4e5,624,120,504,504,Blunder,32,White,Qe5,1r1q3r/p3k2p/4pnp1/8/B4Q2/5P2/P5PP/2R2RK1 w - - 3 32,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,65,Endgame,e5e4,767,120,647,647,Blunder,33,White,Qe4,1r1q3r/p2nk2p/4p1p1/4Q3/B7/5P2/P5PP/2R2RK1 w - - 5 33,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
282,2026.03.25,White,nth49,Loss,180+2,nth49 won on time,69,Endgame,f1e1,188,-322,510,510,Blunder,35,White,Rfe1,1r1q3r/p3k2p/4p1p1/8/n7/4QP2/P5PP/2R2RK1 w - - 0 35,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
283,2026.03.25,White,SignoreF,Loss,180+2,SignoreF won on time,17,Opening,f3g4,123,-219,342,342,Blunder,9,White,fxg4,r2qk2r/ppp2pb1/2n1pnpp/2PpN1B1/3P2b1/P4P2/1P2P1PP/RN1QKB1R w KQkq - 0 9,Piece move,Capture,Kingside-related,Opening blunder,Unsafe capture
283,2026.03.25,White,SignoreF,Loss,180+2,SignoreF won on time,69,Endgame,a6a7,313,-151,464,464,Blunder,35,White,a7,3r4/1R3p2/P3k1p1/6p1/1n4P1/7P/6PK/8 w - - 1 35,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
285,2026.03.25,White,saadmfhoumch,Loss,600,saadmfhoumch won by resignation,17,Opening,e1g1,204,-240,444,444,Blunder,9,White,O-O,r1bq2kr/ppp2pNp/2np1n1B/2b5/4P3/3B4/PPP2PPP/RN1QK2R w KQ - 0 9,Castling,Castling,Kingside-related,Opening blunder,Castling blunder
285,2026.03.25,White,saadmfhoumch,Loss,600,saadmfhoumch won by resignation,27,Middlegame,c3b5,325,-254,579,579,Blunder,14,White,Nb5,r4k1r/ppp2p1p/2np1q1n/2b2P1Q/8/2NB4/PPP2PPP/R4RK1 w - - 4 14,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
285,2026.03.25,White,saadmfhoumch,Loss,600,saadmfhoumch won by resignation,43,Endgame,h4h7,-431,-762,331,331,Blunder,22,White,Qxh7,2r2k2/1pp2p1p/p2p1q2/5r2/3b3Q/1P6/P4PPP/4RRK1 w - - 0 22,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
286,2026.03.26,Black,Castlecrater,Win,180+2,KatsMeow23 won on time,16,Opening,c6a7,197,-111,308,308,Blunder,8,Black,Na7,r1bqkb1r/1p1p2pp/2n1pp2/pPPn2B1/8/P4N2/2P1PPPP/RN1QKB1R b KQkq - 0 8,Piece move,Non-capture,Queenside-related,Opening blunder,Quiet move blunder
286,2026.03.26,Black,Castlecrater,Win,180+2,KatsMeow23 won on time,66,Endgame,g4g3,9994,871,9123,1000,Blunder,33,Black,g3,2b2rk1/1p1p2pp/4p3/7q/3N2p1/r3P3/1pK4P/1B5R b - - 5 33,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
286,2026.03.26,Black,Castlecrater,Win,180+2,KatsMeow23 won on time,68,Endgame,g3g2,9998,1090,8908,1000,Blunder,34,Black,g2,2b2rk1/1p1p2pp/4p3/7q/3N4/r3P1pP/1pK5/1B5R b - - 0 34,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
286,2026.03.26,Black,Castlecrater,Win,180+2,KatsMeow23 won on time,70,Endgame,h5h3,9998,898,9100,1000,Blunder,35,Black,Qxh3,2b2rk1/1p1p2pp/4p3/7q/3N4/r3P2P/1pK3p1/1B4R1 b - - 1 35,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
287,2026.03.26,Black,Aaankit016,Loss,180+2,Aaankit016 won on time,40,Middlegame,c5a7,469,-24,493,493,Blunder,20,Black,Ba7,5rk1/1r3ppp/p6q/1pb1Q3/8/P1NP4/1P3PPP/1R3RK1 b - - 3 20,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
288,2026.03.26,Black,Garipov01,Loss,180+2,Garipov01 won by checkmate,10,Opening,f7f6,462,-90,552,552,Blunder,5,Black,f6,r1bqk1nr/pp1p1ppp/2n1p3/2b3N1/8/4P3/PPP2PPP/RNBQKB1R b KQkq - 3 5,Pawn move,Non-capture,Kingside-related,Opening blunder,Kingside weakening move
288,2026.03.26,Black,Garipov01,Loss,180+2,Garipov01 won by checkmate,34,Middlegame,c7f4,366,-457,823,823,Blunder,17,Black,Qxf4,r5nr/pbqp1kpp/1p2ppn1/2b4Q/2B1PP2/2P3N1/PP4PP/R1B1KR2 b Q - 4 17,Pawn move,Capture,Kingside-related,Middlegame blunder,Kingside weakening move
288,2026.03.26,Black,Garipov01,Loss,180+2,Garipov01 won by checkmate,80,Endgame,c4e3,135,-9998,10133,1000,Blunder,40,Black,Ne3,2r5/2r2k1p/p3pp2/1p1p4/2n3R1/2P2p2/PPQ5/2K5 b - - 1 40,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
289,2026.03.26,White,Octavioae,Loss,180+2,Octavioae won on time,15,Opening,a2a3,245,-150,395,395,Blunder,8,White,a3,2kr1bnr/ppp1pppp/4q3/1BPp1b2/1n1P4/2N1PN2/PP3PPP/R1BQK2R w KQ - 5 8,Pawn move,Non-capture,Queenside-related,Opening blunder,Pawn structure / push blunder
289,2026.03.26,White,Octavioae,Loss,180+2,Octavioae won on time,61,Endgame,b4b5,-704,-1027,323,323,Blunder,31,White,b5,4r3/2pk2pp/B2brp2/3p4/1P1P2nP/P7/3N1P2/5K2 w - - 1 31,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
289,2026.03.26,White,Octavioae,Loss,180+2,Octavioae won on time,65,Endgame,g2f3,-1051,-9997,8946,1000,Blunder,33,White,Kf3,8/2pk2pp/B2b1p2/1P1p4/3P2nP/P7/3NrPK1/4r3 w - - 3 33,Pawn move,King move,Kingside-related,Endgame blunder,Unsafe king move
289,2026.03.26,White,Octavioae,Loss,180+2,Octavioae won on time,67,Endgame,f3g2,-1045,-9993,8948,1000,Blunder,34,White,Kg2,8/2pk2pp/B2b1p2/1P1p4/3P3P/P4K2/3NrP1n/4r3 w - - 5 34,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
289,2026.03.26,White,Octavioae,Loss,180+2,Octavioae won on time,69,Endgame,a3a4,-808,-1159,351,351,Blunder,35,White,a4,8/2pk2pp/B2b1p2/1P1p4/3P3P/P7/3r1PKn/4r3 w - - 0 35,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
