GameIndex,Date,Color,Opponent,Outcome,TimeControl,Termination,PlyIndex,Phase,MoveUCI,EvalBeforeCP,EvalAfterCP,RawCPLoss,CPLoss,MoveLabel,MoveNumber,SideToMove,MoveSAN,FENBefore,MoveTypeV1,SANTypeV1,BoardZoneV1,PhaseLabelV1,BlunderClassV2
52,2026.02.28,Black,DonDimonq,Loss,600,DonDimonq won by checkmate,16,Opening,f8e7,59,-250,309,309,Blunder,8,Black,Be7,rn1qkb1r/1b1p1ppp/p3pn2/1p2P3/2p4Q/5N2/PPPPBPPP/RNB1K2R b KQkq - 0 8,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
52,2026.02.28,Black,DonDimonq,Loss,600,DonDimonq won by checkmate,36,Middlegame,b7g2,-327,-9999,9672,1000,Blunder,18,Black,Bxg2,r4rk1/1b1p1ppp/p3p3/qp6/7Q/2PB4/PP3PPP/RN2K2R b KQ - 2 18,Pawn move,Capture,Kingside-related,Middlegame blunder,Kingside weakening move
53,2026.02.28,Black,huargomalo,Loss,180+2,huargomalo won by checkmate,22,Middlegame,c4d6,426,-312,738,738,Blunder,11,Black,Nd6,r2qkb1r/1b1p1ppp/p3pn2/1p6/2n1P3/N1P2N2/P1BP1PPP/R1BQR1K1 b kq - 1 11,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
53,2026.02.28,Black,huargomalo,Loss,180+2,huargomalo won by checkmate,36,Middlegame,d7d5,-519,-9999,9480,1000,Blunder,18,Black,d5,2rq1rk1/3p1ppp/p3pb2/1p6/3PQ3/N1P2N2/P1B2PPP/R1B3K1 b - - 0 18,Pawn move,Non-capture,Central-related,Middlegame blunder,Pawn structure / push blunder
54,2026.02.28,White,alaskanNight,Loss,180+2,alaskanNight won on time,25,Middlegame,h6f7,438,-9999,10437,1000,Blunder,13,White,Nxf7,2kr1b2/pppqnp1p/6pN/4Q3/4p3/8/PPP2PPP/RNB1K2R w KQ - 1 13,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
54,2026.02.28,White,alaskanNight,Loss,180+2,alaskanNight won on time,57,Endgame,b5a6,900,314,586,586,Blunder,29,White,Qa6,3kr3/2p2q2/3n2p1/1Q1N4/4p2p/8/PPP3PP/R4RK1 w - - 4 29,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
54,2026.02.28,White,alaskanNight,Loss,180+2,alaskanNight won on time,59,Endgame,a6a8,306,-622,928,928,Blunder,30,White,Qa8+,3kr3/2p5/Q2n2p1/3q4/4p2p/8/PPP3PP/R4RK1 w - - 0 30,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
56,2026.03.01,Black,Z4k1_y10,Loss,600,Z4k1_y10 won by checkmate,40,Middlegame,d6c5,227,-87,314,314,Blunder,20,Black,dxc5,r2q1bnr/4k2p/p2pp3/1pP2p1Q/3P3P/1P6/5P1P/RN2R1K1 b - - 1 20,Piece move,Capture,Queenside-related,Middlegame blunder,Unsafe capture
56,2026.03.01,Black,Z4k1_y10,Loss,600,Z4k1_y10 won by checkmate,44,Endgame,e7d7,489,-232,721,721,Blunder,22,Black,Kd7,r2q1b1r/4k2p/p3pn2/1pP2Q2/7P/1P6/5P1P/RN2R1K1 b - - 0 22,Pawn move,King move,Central-related,Endgame blunder,Unsafe king move
56,2026.03.01,Black,Z4k1_y10,Loss,600,Z4k1_y10 won by checkmate,52,Endgame,f8g7,190,-258,448,448,Blunder,26,Black,Bg7,rk1q1b1r/7p/p1Q2n2/1pP5/7P/1PN5/5P1P/R3R1K1 b - - 6 26,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
56,2026.03.01,Black,Z4k1_y10,Loss,600,Z4k1_y10 won by checkmate,56,Endgame,g7a1,-31,-9999,9968,1000,Blunder,28,Black,Bxa1,rk1q3r/3n2bp/p1QN4/2P5/7P/1P6/5P1P/R3R1K1 b - - 2 28,Pawn move,Capture,Kingside-related,Endgame blunder,Kingside weakening move
57,2026.03.01,White,dudital,Loss,600,dudital won by resignation,29,Middlegame,d3e4,515,-604,1119,1000,Blunder,15,White,Be4,r3k2r/p1p2pp1/1pq1p2p/2b1Pn2/P4B2/2PB4/1P3PPP/R2QK2R w KQkq - 1 15,Piece move,Non-capture,Central-related,Early middlegame blunder,Quiet move blunder
57,2026.03.01,White,dudital,Loss,600,dudital won by resignation,49,Endgame,h1g1,-613,-9997,9384,1000,Blunder,25,White,Rhg1,r5k1/p1p2p2/1p2p2p/4P1p1/P5Pn/2P3KP/1r6/R6R w - - 0 25,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
57,2026.03.01,White,dudital,Loss,600,dudital won by resignation,53,Endgame,c3c4,-693,-9997,9304,1000,Blunder,27,White,c4,3r2k1/p1p2p2/1p2p2p/4P1p1/P5Pn/R1P3KP/2r5/6R1 w - - 4 27,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
59,2026.03.01,White,matguerin1,Loss,600,matguerin1 won by resignation,45,Endgame,g5f6,47,-453,500,500,Blunder,23,White,Bxf6,3r4/p3nkpp/1b2bp2/4p1B1/1P2q3/Q4N2/5PPP/R4RK1 w - - 2 23,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
60,2026.03.01,Black,AnarMustafayev06,Win,600,KatsMeow23 won by checkmate,22,Middlegame,d8f6,606,70,536,536,Blunder,11,Black,Qxf6,r2qkb1r/1b1p1ppp/p3pB2/1p6/1n2P3/2NQ1N2/PPP1BPPP/R3K2R b KQkq - 0 11,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
61,2026.03.01,White,pbparreira,Win,600,KatsMeow23 won by resignation,55,Endgame,a7a8q,9997,1058,8939,1000,Blunder,28,White,a8=Q+,4kr2/P1p2rp1/2qp2Q1/4p3/8/2P5/1P3PPP/R4RK1 w - - 0 28,Pawn move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
61,2026.03.01,White,pbparreira,Win,600,KatsMeow23 won by resignation,57,Endgame,a1a8,9998,812,9186,1000,Blunder,29,White,Rxa8+,q3kr2/2p2rp1/3p2Q1/4p3/8/2P5/1P3PPP/R4RK1 w - - 0 29,Piece move,Capture,Queenside-related,Endgame blunder,Unsafe capture
63,2026.03.02,Black,krey244,Loss,600,krey244 won on time,64,Middlegame,f5h3,793,-9997,10790,1000,Blunder,32,Black,Bxh3,4rrk1/1p3p2/p5p1/P1p2b1p/2P2p1q/1PQ2P1P/6R1/6RK b - - 2 32,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
63,2026.03.02,Black,krey244,Loss,600,krey244 won on time,74,Middlegame,f4f3,9990,712,9278,1000,Blunder,37,Black,f3,5rk1/1p3p2/p5p1/P1p4p/2P2p1q/1P5b/7R/6QK b - - 0 37,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
63,2026.03.02,Black,krey244,Loss,600,krey244 won on time,86,Endgame,f8d8,9993,934,9059,1000,Blunder,43,Black,Rd8,5rk1/1p6/p5p1/P1P2p1p/2P1q3/8/8/6KR b - - 3 43,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
64,2026.03.02,White,Rahimoff_90,Win,600,KatsMeow23 won by checkmate,11,Opening,c4f7,549,-451,1000,1000,Blunder,6,White,Bxf7+,r2qkbnr/ppp1pppp/8/4n3/2Bp2b1/2P2N2/PP1P1PPP/RNBQK2R w KQkq - 0 6,Piece move,Capture,Kingside-related,Opening blunder,Unsafe capture
64,2026.03.02,White,Rahimoff_90,Win,600,KatsMeow23 won by checkmate,13,Opening,d1b3,494,-185,679,679,Blunder,7,White,Qb3+,r2q1bnr/ppp1pkpp/8/4n3/3p2b1/2P2N2/PP1P1PPP/RNBQK2R w KQ - 0 7,Piece move,Non-capture,Queenside-related,Opening blunder,Quiet move blunder
65,2026.03.02,Black,Maxi_691995,Loss,600,Maxi_691995 won on time,48,Endgame,g8f7,-393,-9998,9605,1000,Blunder,24,Black,Kf7,r1b2rk1/pp6/3n2p1/3pQpP1/Pq1p4/1P1P4/1BP2P2/1NKR3R b - - 1 24,Piece move,King move,Kingside-related,Endgame blunder,Unsafe king move
66,2026.03.02,Black,sparky7192,Win,180+2,KatsMeow23 won on time,44,Middlegame,f6e4,170,-229,399,399,Blunder,22,Black,Ne4,5rk1/R2b1ppp/pr2pn2/3p4/1p1N4/6P1/P3PP1P/1R3BK1 b - - 3 22,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
66,2026.03.02,Black,sparky7192,Win,180+2,KatsMeow23 won on time,48,Middlegame,f7f5,201,-264,465,465,Blunder,24,Black,f5,5rk1/R2b1ppp/pr6/3pp3/1p2n3/1N4P1/PR2PP1P/5BK1 b - - 1 24,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
66,2026.03.02,Black,sparky7192,Win,180+2,KatsMeow23 won on time,62,Middlegame,g7g6,142,-378,520,520,Blunder,31,Black,g6,4r1k1/6pp/pr6/3R4/1p3P2/1Nn5/P5RP/5BK1 b - - 2 31,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
66,2026.03.02,Black,sparky7192,Win,180+2,KatsMeow23 won on time,70,Middlegame,f4g2,23,-523,546,546,Blunder,35,Black,Nxg2,6k1/7p/pr4P1/8/1p2rnR1/1N6/P5RP/5BK1 b - - 0 35,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
66,2026.03.02,Black,sparky7192,Win,180+2,KatsMeow23 won on time,110,Endgame,e1c2,9995,1088,8907,1000,Blunder,55,Black,Nc2,8/7k/3r4/8/K7/p2r4/8/4n3 b - - 1 55,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
67,2026.03.02,Black,Ahmedfoxk,Loss,180+2,Ahmedfoxk won on time,10,Opening,f8c5,-24,-378,354,354,Blunder,5,Black,Bxc5,r1bqkb1r/pp1p1ppp/2n1pn2/2P5/8/2N1BN2/PPP1PPPP/R2QKB1R b KQkq - 5 5,Piece move,Capture,Kingside-related,Opening blunder,Unsafe capture
67,2026.03.02,Black,Ahmedfoxk,Loss,180+2,Ahmedfoxk won on time,28,Middlegame,g7g6,14,-375,389,389,Blunder,14,Black,g6,r1b2rk1/1p1p2pp/p3p3/5p1Q/3n4/2qB2B1/P1PN1PPP/R4RK1 b - - 1 14,Pawn move,Non-capture,Kingside-related,Early middlegame blunder,Kingside weakening move
67,2026.03.02,Black,Ahmedfoxk,Loss,180+2,Ahmedfoxk won on time,40,Middlegame,a8f8,-808,-9998,9190,1000,Blunder,20,Black,Raf8,r5k1/1b3r1p/p1qpR1pQ/1p3p2/3B4/3B1N2/P1P2PPP/5RK1 b - - 0 20,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
68,2026.03.02,White,Pranav_Chauhan1,Loss,180+2,Pranav_Chauhan1 won on time,55,Endgame,d1h1,-65,-391,326,326,Blunder,28,White,Rh1,r4r2/p4pk1/1p2p1p1/6N1/2P3P1/3BnP2/b5R1/2KR4 w - - 1 28,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
70,2026.02.28,White,REALdtdamazing,Win,1/86400,KatsMeow23 won by checkmate,11,Opening,f3e5,146,-193,339,339,Blunder,6,White,Ne5,rnbqk2r/pp1pnpbp/2p1p1p1/6B1/3PP3/2N2N2/PPP2PPP/R2QKB1R w KQkq - 0 6,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
70,2026.02.28,White,REALdtdamazing,Win,1/86400,KatsMeow23 won by checkmate,37,Middlegame,d3e5,442,121,321,321,Blunder,19,White,Ne5,r1b2rk1/p3qp1p/1pp1p1pP/5n2/5P2/2QN4/PPP3P1/2KR1B1R w - - 1 19,Piece move,Non-capture,Central-related,Middlegame blunder,Quiet move blunder
73,2026.03.03,Black,Polok_13,Win,180+2,KatsMeow23 won by resignation,42,Endgame,d8b6,462,149,313,313,Blunder,21,Black,Qb6+,r2qk2r/1b5p/p1n1p1p1/1p1pPp2/5P1N/PP1Q1R2/6PP/RN4K1 b kq - 1 21,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
74,2026.03.03,White,BossJaben,Loss,180+2,BossJaben won on time,11,Opening,f2f4,159,-237,396,396,Blunder,6,White,f4,r1bqkb1r/ppp2ppp/2p5/4P3/6n1/8/PPPP1PPP/RNBQKB1R w KQkq - 1 6,Pawn move,Non-capture,Kingside-related,Opening blunder,Kingside weakening move
74,2026.03.03,White,BossJaben,Loss,180+2,BossJaben won on time,21,Middlegame,e1d1,-61,-447,386,386,Blunder,11,White,Kd1,r1b1k2r/ppp2ppp/2p5/4P3/5P1q/2NP2P1/PPP1Qb1P/R1B1KB1n w Qkq - 1 11,Piece move,King move,Central-related,Early middlegame blunder,Unsafe king move
74,2026.03.03,White,BossJaben,Loss,180+2,BossJaben won on time,23,Middlegame,e5e6,190,-639,829,829,Blunder,12,White,e6,r3k2r/ppp2ppp/2p5/4P3/5Pbq/2NP2P1/PPP1Qb1P/R1BK1B1n w kq - 3 12,Piece move,Non-capture,Central-related,Early middlegame blunder,Quiet move blunder
74,2026.03.03,White,BossJaben,Loss,180+2,BossJaben won on time,29,Middlegame,c3e4,-787,-9997,9210,1000,Blunder,15,White,Ne4,r6r/ppp2kpp/2p5/8/5P2/2NP2P1/PPP1Bb1q/R1BK3n w - - 0 15,Piece move,Non-capture,Queenside-related,Early middlegame blunder,Quiet move blunder
75,2026.03.03,Black,hugouda,Win,180+2,KatsMeow23 won by checkmate,64,Endgame,c2e2,9998,792,9206,1000,Blunder,32,Black,Re2,5rk1/6p1/p4b1p/1p3p2/1P3P1P/P2b2P1/NPr5/K3R3 b - - 3 32,Pawn move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
77,2026.03.03,White,iam_yash,Loss,180+2,iam_yash won by checkmate,25,Middlegame,h5f6,257,-9998,10255,1000,Blunder,13,White,Nxf6,r4knr/pbppqp1p/1p3b2/4n2N/8/2N3Q1/PPP2PPP/R1B1KB1R w KQ - 4 13,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
78,2026.02.28,Black,Ben749-947,Loss,1/86400,Ben749-947 won by resignation,28,Middlegame,e4g5,-57,-413,356,356,Blunder,14,Black,Ng5,r3kb1r/pp1b3p/5qp1/2pRpp2/4n3/2P1BQP1/PP1N1PBP/R5K1 b kq - 5 14,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
79,2026.03.03,White,7743_esuF,Loss,180+2,7743_esuF won on time,13,Opening,e1g1,-36,-339,303,303,Blunder,7,White,O-O,r1bqk2r/ppp2ppp/2nb1n2/3pp3/3P4/2PBPN2/PP1N1PPP/R1BQK2R w KQkq - 0 7,Castling,Castling,Kingside-related,Opening blunder,Castling blunder
79,2026.03.03,White,7743_esuF,Loss,180+2,7743_esuF won on time,55,Endgame,h6g7,329,-309,638,638,Blunder,28,White,Bxg7+,r3r2k/2p3p1/5q1B/p2pn3/3Q4/P1P3P1/1P2bR1P/4R1K1 w - - 2 28,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
80,2026.03.03,Black,ChessWinnahh,Loss,180+2,ChessWinnahh won on time,32,Middlegame,d8a5,152,-498,650,650,Blunder,16,Black,Qa5,r2qk2r/1b1p1p1p/p3p1p1/2p4n/1n2P3/NP1PBN1P/2B2PP1/Q4RK1 b kq - 0 16,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
80,2026.03.03,Black,ChessWinnahh,Loss,180+2,ChessWinnahh won on time,46,Endgame,h5f6,8,-383,391,391,Blunder,23,Black,Nf6,5r2/1b2kp1Q/p2pp1p1/6Bn/4P3/1q1P1N1P/2n2PP1/5RK1 b - - 1 23,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
81,2026.03.03,White,gatopardd,Loss,600,gatopardd won by checkmate,27,Middlegame,d2b3,-47,-432,385,385,Blunder,14,White,Nb3,2k2b1r/pppb1ppp/5n2/2q5/Q7/P2rPN1P/1P1N1PP1/R1B2RK1 w - - 1 14,Pawn move,Non-capture,Queenside-related,Early middlegame blunder,Pawn structure / push blunder
81,2026.03.03,White,gatopardd,Loss,600,gatopardd won by checkmate,111,Endgame,h2g1,-1170,-9998,8828,1000,Blunder,56,White,Kg1,8/8/2k5/3p4/8/4Pq2/1p5K/8 w - - 0 56,Pawn move,King move,Kingside-related,Endgame blunder,Unsafe king move
82,2026.03.04,Black,Arkana55,Loss,180+2,Arkana55 won on time,30,Middlegame,g4h3,92,-252,344,344,Blunder,15,Black,Bxh3,r2qk2r/1p2bpp1/p1np1n1p/2p1p3/2P1P1bB/1P1P1N1P/P2QBPP1/RN3RK1 b kq - 0 15,Piece move,Capture,Kingside-related,Early middlegame blunder,Unsafe capture
82,2026.03.04,Black,Arkana55,Loss,180+2,Arkana55 won on time,72,Endgame,d6e5,213,-483,696,696,Blunder,36,Black,dxe5,3b1r2/1pk5/p2p4/P1p1N3/1nP1K3/3PQ2p/6r1/RR1B4 b - - 4 36,Piece move,Capture,Central-related,Endgame blunder,Unsafe capture
83,2026.03.04,White,CrispyWombat,Win,600,KatsMeow23 won by resignation,23,Middlegame,d1d6,249,-86,335,335,Blunder,12,White,Rxd6,r1bq1rk1/pp3ppp/3p4/2p3b1/4PBn1/2N3Q1/PPP2PPP/2KR1B1R w - - 4 12,Piece move,Capture,Central-related,Early middlegame blunder,Unsafe capture
85,2026.03.04,Black,raj2945,Loss,600,raj2945 won by checkmate,52,Endgame,f3g1,248,-9998,10246,1000,Blunder,26,Black,Nxg1,r1b3k1/1p3r1p/p2p2pB/3P1p1N/8/1P3nKP/P4P2/4R1R1 b - - 4 26,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
87,2026.03.04,Black,miyajun_kaku,Win,600,KatsMeow23 won by resignation,82,Endgame,f6e5,458,106,352,352,Blunder,41,Black,fxe5,8/6kp/p4pp1/1q2P3/6P1/2Q3KP/8/8 b - - 0 41,Piece move,Capture,Kingside-related,Endgame blunder,Unsafe capture
88,2026.03.04,Black,Sebastian-Carlsen,Loss,180+2,Sebastian-Carlsen won by resignation,32,Middlegame,e7d7,-11,-322,311,311,Blunder,16,Black,Qd7,r4rk1/1p2qppp/p3b3/3pR3/2pP1PP1/2P5/PP1Q3P/2K2B1R b - - 0 16,Pawn move,Non-capture,Central-related,Middlegame blunder,Pawn structure / push blunder
88,2026.03.04,Black,Sebastian-Carlsen,Loss,180+2,Sebastian-Carlsen won by resignation,40,Middlegame,g7g6,-290,-9996,9706,1000,Blunder,20,Black,g6,r4rk1/3b1ppp/p4P2/1p1pR3/q1pP2P1/2P4B/PP1Q3P/1K5R b - - 0 20,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
89,2026.03.04,White,Bltz_lister,Loss,180+2,Bltz_lister won on time,13,Opening,c1g5,-55,-374,319,319,Blunder,7,White,Bg5,r1b1k1nr/pppp1p1p/2n2qp1/2b2N2/4P1Q1/8/PPP2PPP/RNB1KB1R w KQkq - 0 7,Piece move,Non-capture,Kingside-related,Opening blunder,Quiet move blunder
90,2026.03.05,Black,dufus3000,Loss,180+2,dufus3000 won by checkmate,46,Endgame,b7e4,169,-178,347,347,Blunder,23,Black,Bxe4,4k2r/1b2b2p/pq1r1p2/5Q2/2RpB3/1P6/P4PPP/4R1K1 b k - 2 23,Pawn move,Capture,Queenside-related,Endgame blunder,Unsafe capture
90,2026.03.05,Black,dufus3000,Loss,180+2,dufus3000 won by checkmate,48,Endgame,d6d7,-149,-708,559,559,Blunder,24,Black,Rd7,4k2r/4b2p/pq1r1p2/8/2RpQ3/1P6/P4PPP/4R1K1 b k - 0 24,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
90,2026.03.05,Black,dufus3000,Loss,180+2,dufus3000 won by checkmate,50,Endgame,d7d8,-760,-9999,9239,1000,Blunder,25,Black,Rd8,2R1k2r/3rb2p/pq3p2/8/3pQ3/1P6/P4PPP/4R1K1 b k - 2 25,Pawn move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
91,2026.03.05,White,Knoxvill3,Win,180+2,KatsMeow23 won by checkmate,35,Middlegame,e4d6,-55,-567,512,512,Blunder,18,White,Nxd6,r3r1k1/1p3ppp/pbqnb3/8/PP2N3/2PQ1P2/6PP/R3KB1R w KQ - 0 18,Piece move,Capture,Central-related,Middlegame blunder,Unsafe capture
91,2026.03.05,White,Knoxvill3,Win,180+2,KatsMeow23 won by checkmate,45,Middlegame,g5h3,-619,-9990,9371,1000,Blunder,23,White,Nh3,3rr1k1/1p4p1/pbq4p/5pN1/PP6/2PB1P2/3K2PP/R6R w - - 0 23,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
91,2026.03.05,White,Knoxvill3,Win,180+2,KatsMeow23 won by checkmate,47,Middlegame,b4b5,-647,-9995,9348,1000,Blunder,24,White,b5,4r1k1/1p4p1/pbqr3p/5p2/PP6/2PB1P1N/3K2PP/R6R w - - 2 24,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
91,2026.03.05,White,Knoxvill3,Win,180+2,KatsMeow23 won by checkmate,65,Middlegame,a1c1,-31,-672,641,641,Blunder,33,White,Rac1,2r3k1/1p4p1/7p/2b2p2/P1K5/2P2P1N/2r3PP/R6R w - - 7 33,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
91,2026.03.05,White,Knoxvill3,Win,180+2,KatsMeow23 won by checkmate,71,Middlegame,h1c1,-26,-421,395,395,Blunder,36,White,Rxc1,2r3k1/1p4p1/7p/5p2/P4N2/2PK1P2/6rP/2b4R w - - 0 36,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
91,2026.03.05,White,Knoxvill3,Win,180+2,KatsMeow23 won by checkmate,73,Middlegame,f4h3,-182,-507,325,325,Blunder,37,White,Nh3,2r3k1/1p4p1/7p/5pr1/P4N2/2PK1P2/7P/2R5 w - - 1 37,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
92,2026.03.05,Black,Andr021,Win,600,KatsMeow23 won by checkmate,8,Opening,b7b5,133,-243,376,376,Blunder,4,Black,b5,rnbqkbnr/1p1p1ppp/p3p3/2p5/2B5/2N1PQ2/PPPP1PPP/R1B1K1NR b KQkq - 1 4,Pawn move,Non-capture,Queenside-related,Opening blunder,Pawn structure / push blunder
92,2026.03.05,Black,Andr021,Win,600,KatsMeow23 won by checkmate,66,Endgame,d3e3,9994,1179,8815,1000,Blunder,33,Black,Qe3+,5rk1/6pp/p3p3/1p2Bpb1/1Pp5/P2q1BQP/2r5/R5KR b - - 3 33,Piece move,Non-capture,Central-related,Endgame blunder,Endgame conversion/collapse
92,2026.03.05,Black,Andr021,Win,600,KatsMeow23 won by checkmate,68,Endgame,h7h6,9991,198,9793,1000,Blunder,34,Black,h6,5rk1/6pp/p3p3/1p2Bpb1/1Pp5/P3qBQP/2r5/R4K1R b - - 5 34,Pawn move,Non-capture,Kingside-related,Endgame blunder,Kingside weakening move
92,2026.03.05,Black,Andr021,Win,600,KatsMeow23 won by checkmate,70,Endgame,f5f4,940,614,326,326,Blunder,35,Black,f4,5rk1/6p1/p3p2p/1p2Bpb1/1Pp4P/P3qBQ1/2r5/R4K1R b - - 0 35,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
95,2026.03.05,White,Fnizz,Win,600,KatsMeow23 won - game abandoned,41,Endgame,b4b5,279,-327,606,606,Blunder,21,White,b5,q4rk1/5pp1/p1nNp2p/3pn3/PP5P/2P2bP1/4BP2/R2QK2R w KQ - 0 21,Piece move,Non-capture,Queenside-related,Endgame blunder,Endgame conversion/collapse
95,2026.03.05,White,Fnizz,Win,600,KatsMeow23 won - game abandoned,45,Endgame,b5b6,476,121,355,355,Blunder,23,White,b6,q4rk1/n4pp1/3Np2p/1P1pn3/7P/2P2bP1/4BP2/R2QK2R w KQ - 1 23,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
96,2026.03.05,White,bthe1who,Loss,600,bthe1who won by resignation,35,Middlegame,f3g5,-128,-583,455,455,Blunder,18,White,Ng5,r2qkr2/5ppp/bn2p3/3p4/P2P4/1P3N2/1P3PPP/R2QK2R w KQq - 1 18,Piece move,Non-capture,Kingside-related,Middlegame blunder,Quiet move blunder
97,2026.03.05,Black,sugarray89,Win,600,KatsMeow23 won by resignation,30,Middlegame,f6e4,280,-107,387,387,Blunder,15,Black,Ne4,r3k2r/3bbpp1/1qn1pn1p/pB1p4/Qp3B2/4PN2/PPPN1PPP/R4RK1 b kq - 1 15,Piece move,Non-capture,Kingside-related,Early middlegame blunder,Quiet move blunder
97,2026.03.05,Black,sugarray89,Win,600,KatsMeow23 won by resignation,34,Middlegame,a8c8,334,-445,779,779,Blunder,17,Black,Rc8,r3k2r/3bbpp1/1qn1p2p/pB2N3/Qp2pB2/4P3/PPP2PPP/R4RK1 b kq - 1 17,Piece move,Non-capture,Queenside-related,Middlegame blunder,Quiet move blunder
97,2026.03.05,Black,sugarray89,Win,600,KatsMeow23 won by resignation,38,Middlegame,e5d7,-501,-822,321,321,Blunder,19,Black,Nxd7,2r1k2r/3Bbpp1/1q2p2p/p3n3/Qp2pB2/4P3/PPP2PPP/R2R2K1 b k - 0 19,Piece move,Capture,Central-related,Middlegame blunder,Unsafe capture
100,2026.03.06,White,TheTwoBlunderWonder,Win,600,KatsMeow23 won by resignation,25,Middlegame,e1g1,-51,-477,426,426,Blunder,13,White,O-O,r4rk1/ppp1bppp/3p1q1n/3P1bN1/2P5/3B1P2/PP4PP/R1BQK2R w KQ - 1 13,Castling,Castling,Kingside-related,Early middlegame blunder,Castling blunder
100,2026.03.06,White,TheTwoBlunderWonder,Win,600,KatsMeow23 won by resignation,55,Endgame,g4g5,443,-52,495,495,Blunder,28,White,g5,5rk1/p4p1p/4r2p/4bQ2/4N1P1/5P1K/PPq5/4R2R w - - 4 28,Piece move,Non-capture,Kingside-related,Endgame blunder,Quiet move blunder
101,2026.03.06,Black,03xav,Loss,600,03xav won by checkmate,42,Middlegame,g7g6,475,-50,525,525,Blunder,21,Black,g6,r4rk1/3pqppp/p3p3/2n1n2Q/P1p1N3/5B2/5PPP/1R3RK1 b - - 1 21,Pawn move,Non-capture,Kingside-related,Middlegame blunder,Kingside weakening move
101,2026.03.06,Black,03xav,Loss,600,03xav won by checkmate,74,Endgame,f3e1,9991,1030,8961,1000,Blunder,37,Black,Ne1+,r4rk1/1RR2N1p/4p1p1/3p4/2p2P2/5n2/5PK1/q7 b - - 3 37,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
101,2026.03.06,Black,03xav,Loss,600,03xav won by checkmate,76,Endgame,a1c3,1012,550,462,462,Blunder,38,Black,Qc3+,r4rk1/1RR2N1p/4p1p1/3p4/2p2P2/6K1/5P2/q3n3 b - - 5 38,Piece move,Non-capture,Queenside-related,Endgame blunder,Quiet move blunder
101,2026.03.06,Black,03xav,Loss,600,03xav won by checkmate,82,Endgame,c3f6,556,-9998,10554,1000,Blunder,41,Black,Qf6,r4rk1/1RR2N1p/4p1p1/3p4/2p2P1n/2q5/5P1K/8 b - - 11 41,Piece move,Non-capture,Kingside-related,Endgame blunder,Endgame conversion/collapse
102,2026.03.06,Black,arshad_yo,Win,180+2,KatsMeow23 won on time,36,Middlegame,d6h2,-120,-498,378,378,Blunder,18,Black,Bxh2+,r1b1k1nr/3p2pp/p2bpp2/8/4q3/3BBN2/P1P2PPP/1R1Q1RK1 b kq - 3 18,Piece move,Capture,Kingside-related,Middlegame blunder,Unsafe capture
